name,dataset,F1,IoU,MAE
Casiav1__Sp_D_NNN_A_pla0078_ani0058_0343.png,Casiav1,0.3485658042744657,0.21106853980417198,0.08560528606176376
Casiav1__Sp_D_NNN_A_pla0084_pla0060_0114.png,Casiav1,0.036737692872887584,0.0187125748502994,0.11422685533761978
Casiav1__Sp_D_NNN_A_pla0088_ani0024_0344.png,Casiav1,0.0,0.0,0.06692733615636826
Casiav1__Sp_D_NNN_A_pla0096_ani0022_0345.png,Casiav1,0.0759036980503712,0.03944901197172941,0.1341812163591385
Casiav1__Sp_D_NNN_A_sec0002_cha0001_0346.png,Casiav1,0.037291280148423006,0.0189999054731071,0.10456275939941406
Casiav1__Sp_D_NNN_A_sec0003_cha0003_0347.png,Casiav1,0.061837455830388695,0.03190519598906107,0.027930036187171936
Casiav1__Sp_D_NNN_A_sec0005_sec0002_0348.png,Casiav1,0.0,0.0,0.022859536111354828
Casiav1__Sp_D_NNN_A_sec0014_sec0041_0115.png,Casiav1,0.034834010661318415,0.017725734543696622,0.18539559841156006
Casiav1__Sp_D_NNN_A_sec0020_sec0011_0349.png,Casiav1,0.054625786584549474,0.02807983482450103,0.43182241916656494
Casiav1__Sp_D_NNN_A_sec0021_art0032_0116.png,Casiav1,0.006269592476489028,0.0031446540880503146,0.10773872584104538
Casiav1__Sp_D_NNN_A_sec0023_sec0022_0350.png,Casiav1,0.0,0.0,0.014951537363231182
Casiav1__Sp_D_NNN_A_sec0024_ani0026_0351.png,Casiav1,0.0562494689438355,0.02893862563385207,0.10677028447389603
Casiav1__Sp_D_NNN_A_sec0026_cha0048_0352.png,Casiav1,0.0005681280181800966,0.00028414472437961733,0.10324952751398087
Casiav1__Sp_D_NNN_A_sec0030_sec0033_0353.png,Casiav1,0.14175578214374535,0.07628479657387581,0.172202467918396
Casiav1__Sp_D_NNN_A_sec0032_sec0058_0354.png,Casiav1,0.0,0.0,0.06740418821573257
Casiav1__Sp_D_NNN_A_sec0036_sec0042_0355.png,Casiav1,0.144358407079646,0.07779433681073025,0.0632617250084877
Casiav1__Sp_D_NNN_A_sec0036_sec0059_0356.png,Casiav1,0.0,0.0,0.1036590039730072
Casiav1__Sp_D_NNN_A_sec0037_sec0006_0357.png,Casiav1,0.1078788906793317,0.057014791573285525,0.10773327946662903
Casiav1__Sp_D_NNN_A_sec0040_cha0040_0358.png,Casiav1,0.17754569190600522,0.09742120343839542,0.09304049611091614
Casiav1__Sp_D_NNN_A_sec0042_sec0046_0040.png,Casiav1,0.0,0.0,0.01923719234764576
Casiav1__Sp_D_NNN_A_sec0043_sec0034_0359.png,Casiav1,0.047221461812209146,0.024181677998177612,0.13966301083564758
Casiav1__Sp_D_NNN_A_sec0049_sec0050_0117.png,Casiav1,0.21317011397214014,0.11930073234112923,0.07715336233377457
Casiav1__Sp_D_NNN_A_sec0053_ani0062_0360.png,Casiav1,0.017844064185365206,0.009002351360429962,0.14290177822113037
Casiav1__Sp_D_NNN_A_sec0057_ani0053_0361.png,Casiav1,0.06454939162713962,0.03335109216835375,0.08259210735559464
Casiav1__Sp_D_NNN_A_sec0068_sec0055_0118.png,Casiav1,0.0,0.0,0.09404560178518295
Casiav1__Sp_D_NNN_A_sec0070_cha0070_0362.png,Casiav1,0.08761033017325924,0.04581196581196581,0.19426535069942474
Casiav1__Sp_D_NNN_A_sec0072_sec0067_0120.png,Casiav1,0.08838203848895225,0.04623415361670395,0.02440408617258072
Casiav1__Sp_D_NNN_A_sec0076_ani0020_0363.png,Casiav1,0.0,0.0,0.12789638340473175
Casiav1__Sp_D_NNN_A_sec0080_cha0098_0364.png,Casiav1,0.026187656270561917,0.013267551170078004,0.2890239953994751
Casiav1__Sp_D_NNN_A_sec0081_sec0043_0365.png,Casiav1,0.038238337307121326,0.01949183636030086,0.20851178467273712
Casiav1__Sp_D_NNN_A_txt0001_txt0003_0121.png,Casiav1,0.032068455356071814,0.01629551365409623,0.23546500504016876
Casiav1__Sp_D_NNN_A_txt0002_txt0013_0122.png,Casiav1,0.05922340463394669,0.03051531267192371,0.26625552773475647
Casiav1__Sp_D_NNN_A_txt0004_txt0035_0123.png,Casiav1,0.07905658051526482,0.041155080213903746,0.45850691199302673
Casiav1__Sp_D_NNN_A_txt0007_txt0012_0125.png,Casiav1,0.03042390642958556,0.015446931209666346,0.2918127775192261
Casiav1__Sp_D_NNN_A_txt0009_txt0008_0126.png,Casiav1,0.05185282178866047,0.02661648070977282,0.21939079463481903
Casiav1__Sp_D_NNN_A_txt0011_txt0098_0127.png,Casiav1,0.0,0.0,0.165217325091362
Casiav1__Sp_D_NNN_A_txt0016_txt0027_0128.png,Casiav1,0.05050971179259135,0.0259091887239079,0.21972672641277313
Casiav1__Sp_D_NNN_A_txt0019_txt0010_0129.png,Casiav1,0.006683585014698862,0.0033529975293702416,0.40196582674980164
Casiav1__Sp_D_NNN_A_txt0020_txt0018_0130.png,Casiav1,0.0,0.0,0.20299094915390015
Casiav1__Sp_D_NNN_A_txt0022_txt0039_0131.png,Casiav1,0.029971756105665392,0.01521387127243287,0.2961016893386841
Casiav1__Sp_D_NNN_A_txt0023_txt0028_0132.png,Casiav1,0.2648602298062082,0.1526448960227722,0.2198926955461502
Casiav1__Sp_D_NNN_A_txt0024_txt0071_0133.png,Casiav1,0.21300650568943252,0.11919825470411781,0.3327871859073639
Casiav1__Sp_D_NNN_A_txt0030_txt0093_0134.png,Casiav1,0.14546489923755893,0.0784373933810986,0.2751372754573822
Casiav1__Sp_D_NNN_A_txt0033_txt0025_0135.png,Casiav1,0.03205750066143399,0.016289856371417687,0.44600388407707214
Casiav1__Sp_D_NNN_A_txt0034_txt0082_0136.png,Casiav1,0.02556732223903177,0.012949199295073174,0.26108619570732117
Casiav1__Sp_D_NNN_A_txt0036_txt0038_0137.png,Casiav1,0.07720827370885912,0.040154257298467576,0.287863165140152
Casiav1__Sp_D_NNN_A_txt0037_txt0017_0138.png,Casiav1,0.3276044420941301,0.1958893280632411,0.26436468958854675
Casiav1__Sp_D_NNN_A_txt0040_txt0029_0139.png,Casiav1,0.017454684952527093,0.008804179566563467,0.3043474853038788
Casiav1__Sp_D_NNN_A_txt0042_txt0056_0146.png,Casiav1,0.009374457496672647,0.0047093023255813955,0.3474135100841522
Casiav1__Sp_D_NNN_A_txt0043_txt0006_0124.png,Casiav1,0.04661225292555807,0.023862263391059204,0.2933676242828369
Casiav1__Sp_D_NNN_A_txt0048_txt0046_0140.png,Casiav1,0.011218847664075647,0.005641066967523572,0.3749162256717682
Casiav1__Sp_D_NNN_A_txt0050_txt0014_0141.png,Casiav1,0.026891338219170176,0.013628919045390734,0.16655297577381134
Casiav1__Sp_D_NNN_A_txt0051_txt0044_0142.png,Casiav1,0.015619138560174608,0.007871038702137899,0.29373881220817566
Casiav1__Sp_D_NNN_A_txt0052_txt0076_0143.png,Casiav1,0.09660493827160493,0.05075401329657856,0.2994745075702667
